GNIS_NAME,LENGTHKM,PERMANENT_IDENTIFIER,REACHCODE,COMID,closest_node_m,snap_m,snap_xy,closest,name_check,name_check_txt,input_id
,2.658651383,23176619,1.70402E+13,23176619,1539.384237,1467.125179,POINT (-113.6861713900408 41.96467371041671),4,0,"no name match, water name and or gnis name not provided",BLMMaster-14033
Randolph Creek,1.293522734,7879584,1.60101E+13,7879584,345.9808177,17.17182486,POINT (-111.3111438710768 41.59696586905617),1,1,exact name match,BLMMaster-10577
Dry Fork,1.838387719,7879580,1.60101E+13,7879580,345.9808177,345.9808177,POINT (-111.3152888038116 41.59717400232889),2,0.272727273,nan,BLMMaster-10577
Randolph Creek,1.61333993,7879572,1.60101E+13,7879572,345.9808177,345.9808177,POINT (-111.3152888038116 41.59717400232889),3,1,exact name match,BLMMaster-10577
Big Creek,2.220726656,7879594,1.60101E+13,7879594,876.6120915,861.1296745,POINT (-111.3017906048569 41.59368886923118),4,0.52173913,nan,BLMMaster-10577
Randolph Creek,1.61333993,7879572,1.60101E+13,7879572,379.9580657,17.04065826,POINT (-111.324762029059 41.60399589251885),1,0.692307692,likely name match based on fuzzy match,WD-TR-022
Randolph Creek,3.44656084,7879562,1.60101E+13,7879562,379.9580657,379.9580657,POINT (-111.3279306040098 41.60651406892567),2,0.692307692,likely name match based on fuzzy match,WD-TR-022
Pole Fork,5.197333942,7879560,1.60101E+13,7879560,379.9580657,379.9580657,POINT (-111.3279306040098 41.60651406892567),3,0.19047619,nan,WD-TR-022
Dry Fork,1.838387719,7879580,1.60101E+13,7879580,1098.739941,915.5633662,POINT (-111.324592767567 41.59594804262813),4,0.2,nan,WD-TR-022
Randolph Creek,1.61333993,7879572,1.60101E+13,7879572,120.1602638,36.41103983,POINT (-111.3267036756515 41.60617979270332),1,0.666666667,likely name match based on fuzzy match,WD-TR-023
Randolph Creek,3.44656084,7879562,1.60101E+13,7879562,120.1602638,120.1602638,POINT (-111.3279306040098 41.60651406892567),2,0.666666667,likely name match based on fuzzy match,WD-TR-023
Pole Fork,5.197333942,7879560,1.60101E+13,7879560,120.1602638,120.1602638,POINT (-111.3279306040098 41.60651406892567),3,0.322580645,nan,WD-TR-023
Dry Fork,1.838387719,7879580,1.60101E+13,7879580,1391.85383,1173.341559,POINT (-111.3267083466287 41.59597682345087),4,0.133333333,nan,WD-TR-023
Range Creek,3.604447705,3896487,1.406E+13,3896487,271.6591675,12.46286325,POINT (-110.3009760391332 39.60001780163444),1,1,exact name match,BLMMaster-13372
Range Creek,5.403983881,3896475,1.406E+13,3896475,271.6591675,271.6591675,POINT (-110.3018716060802 39.60235307177744),2,1,exact name match,BLMMaster-13372
,2.589233369,3896477,1.406E+13,3896477,271.6591675,271.6591675,POINT (-110.3018716060802 39.60235307177744),3,0,"no name match, water name and or gnis name not provided",BLMMaster-13372
Range Creek,1.360334326,3897733,1.406E+13,3897733,529.3107553,13.76009055,POINT (-110.0620882370673 39.30523220798165),1,1,exact name match,BLMMaster-13308
Green River,1.370968109,3897879,1.406E+13,3897879,537.8542744,418.705802,POINT (-110.0597108062801 39.30836487200413),2,0.363636364,nan,BLMMaster-13308
Range Creek,0.060865456,3897881,1.406E+13,3897881,537.8542744,508.978467,POINT (-110.0568316068222 39.30720107219626),3,1,exact name match,BLMMaster-13308
,4.873266157,3897727,1.406E+13,3897727,529.3107553,529.3107553,POINT (-110.0678496068033 39.30690987174606),4,0,"no name match, water name and or gnis name not provided",BLMMaster-13308
Range Creek,9.09328474,3897735,1.406E+13,3897735,529.3107553,529.3107553,POINT (-110.0678496068033 39.30690987174606),5,1,exact name match,BLMMaster-13308
Range Creek,0.739684579,3897617,1.406E+13,3897617,121.6383327,5.53019526,POINT (-110.2016420676332 39.42151447125427),1,1,exact name match,BLMMaster-14012
Range Creek,1.898215494,3897919,1.406E+13,3897919,121.6383327,121.6383327,POINT (-110.2009484728237 39.42055687226113),2,1,exact name match,BLMMaster-14012
,3.867675125,3897615,1.406E+13,3897615,121.6383327,121.6383327,POINT (-110.2009484728237 39.42055687226113),3,0,"no name match, water name and or gnis name not provided",BLMMaster-14012
,4.689427381,3897645,1.406E+13,3897645,594.7467436,574.0178156,POINT (-110.2081774058014 39.42011747176767),4,0,"no name match, water name and or gnis name not provided",BLMMaster-14012
Raspberry Creek,4.280962585,17887114,1.301E+13,17887114,1828.785183,0.4663177,POINT (-105.9426639868039 38.33395522563696),1,1,exact name match,BLMMaster-11618
,7.262732208,17887830,1.301E+13,17887830,3175.664071,1228.929588,POINT (-105.9459011642599 38.34463389881189),2,0,"no name match, water name and or gnis name not provided",BLMMaster-11618
Rattlesnake Creek,2.853194102,7923909,1.802E+13,7923909,791.4910068,16.47375359,POINT (-120.5727862865569 41.55565366734135),1,1,exact name match,BLM13-8032
Rattlesnake Creek,0.136549002,7923913,1.802E+13,7923913,791.4910068,791.4910068,POINT (-120.5699137232131 41.5488640691369),2,1,exact name match,BLM13-8032
,0.646075977,7923915,1.802E+13,7923915,791.4910068,791.4910068,POINT (-120.5699137232131 41.5488640691369),3,0,"no name match, water name and or gnis name not provided",BLM13-8032
Rattlesnake Creek,0.498308235,7923917,1.802E+13,7923917,1403.780795,925.6197023,POINT (-120.5693363232451 41.54774340174443),4,1,exact name match,BLM13-8032
Rattlesnake Creek,4.147749688,4319636,1.002E+13,4319636,1795.578557,25.19854313,POINT (-111.8370347810296 45.5970545992415),1,1,exact name match,BLM13-1140
Preacher Creek,3.042150655,4319632,1.002E+13,4319632,914.1092899,646.3326636,POINT (-111.833351270331 45.59204612931105),2,0.64516129,likely name match based on fuzzy match,BLM13-1140
Norwegian Creek,2.564308909,4319596,1.002E+13,4319596,1372.502948,1391.570758,POINT (-111.8424266695888 45.60914939582219),3,0.5,nan,BLM13-1140
Rattlesnake Creek,7.761254221,15981181,1.018E+13,15981181,398.6248107,19.75244755,POINT (-106.5568066785033 41.64257623327714),1,1,exact name match,BLMMaster-13458
Halleck Creek,11.40449202,15968715,1.018E+13,15968715,1447.398802,1391.25046,POINT (-106.5404416109239 41.6452478686932),2,0.666666667,likely name match based on fuzzy match,BLMMaster-13458
Rattlesnake Creek,1.653154232,23505206,1.70602E+13,23505206,975.8540685,31.93997984,POINT (-113.9973288673344 44.96316933120967),1,1,exact name match,BLMMaster-13178
Rattlesnake Creek,0.517296632,23505184,1.70602E+13,23505184,986.7520571,595.883001,POINT (-114.0009000669657 44.9678121973108),2,1,exact name match,BLMMaster-13178
Rattlesnake Creek,5.89883838,23505194,1.70602E+13,23505194,986.7520571,986.7520571,POINT (-114.0060122674079 44.96957419684201),3,1,exact name match,BLMMaster-13178
Rattlesnake Creek,1.813628426,23505236,1.70602E+13,23505236,975.8540685,1020.140383,POINT (-113.9889904670861 44.95615839698849),4,1,exact name match,BLMMaster-13178
Red Creek,1.306633244,10035566,1.40401E+13,10035566,599.3896692,16.27126015,POINT (-109.1418597201157 41.07217880684283),1,1,exact name match,BLMMaster-10361
Hazel Creek,1.741973675,10035610,1.40401E+13,10035610,599.3896692,585.3847066,POINT (-109.1451194072823 41.06768280330598),2,0.7,likely name match based on fuzzy match,BLMMaster-10361
Red Creek,1.471335946,10035572,1.40401E+13,10035572,599.3896692,599.3896692,POINT (-109.1489286742149 41.07125060286219),3,1,exact name match,BLMMaster-10361
Red Creek,0.408691328,10035552,1.40401E+13,10035552,603.7773426,603.7773426,POINT (-109.1353274754185 41.07461480296289),4,1,exact name match,BLMMaster-10361
Red Creek,1.298497804,10035594,1.40401E+13,10035594,617.454847,17.71033269,POINT (-109.174949514967 41.06776553774492),1,1,exact name match,BLM13-5008
Ely Creek,3.507655761,10035596,1.40401E+13,10035596,617.454847,420.7437736,POINT (-109.179059606713 41.06556840299702),2,0.777777778,most likely name match based on fuzzy match,BLM13-5008
,1.201718846,10035580,1.40401E+13,10035580,632.9415244,610.6861196,POINT (-109.1684236748834 41.07026186906801),3,0,"no name match, water name and or gnis name not provided",BLM13-5008
Red Creek,0.440432142,10035608,1.40401E+13,10035608,617.454847,617.454847,POINT (-109.1802066070959 41.06382940277053),4,1,exact name match,BLM13-5008
Red Creek,11.81697407,10039278,1.40401E+13,10039278,3252.802177,33.36996621,POINT (-109.2335897427838 40.94284187164115),1,1,exact name match,BLMMaster-15673
,2.283309566,10039250,1.40401E+13,10039250,916.3334299,916.3334299,POINT (-109.2380680739907 40.9352780691407),2,0,"no name match, water name and or gnis name not provided",BLMMaster-15673
Red Creek,11.81697407,10039278,1.40401E+13,10039278,2575.177802,16.32158863,POINT (-109.2447035591947 40.95412832342641),1,1,exact name match,BLMMaster-11577
Red River,5.625900111,17862642,1.30201E+13,17862642,1162.27597,10.9687244,POINT (-105.6836817038723 36.6542221993294),1,1,exact name match,BLMMaster-16610
Rio Grande,6.29173808,17862644,1.30201E+13,17862644,1162.27597,704.7657131,POINT (-105.6907927978204 36.65722074157759),2,0.315789474,nan,BLMMaster-16610
Rio Grande,1.183735549,17862680,1.30201E+13,17862680,1162.27597,1162.27597,POINT (-105.6941008128491 36.64794321026004),3,0.315789474,nan,BLMMaster-16610
,8.57519878,17862678,1.30201E+13,17862678,2130.026243,1361.054332,POINT (-105.675486478737 36.64406067602993),4,0,"no name match, water name and or gnis name not provided",BLMMaster-16610
Rio San Antonio,7.226522688,17877713,1.301E+13,17877713,141.9886797,4.409577364,POINT (-106.0588775813794 36.91774389351173),1,0.166666667,nan,FMD-TR-007
Rio San Antonio,4.244592,17877661,1.301E+13,17877661,141.9886797,141.9886797,POINT (-106.0588862119681 36.91904601034336),2,0.166666667,nan,FMD-TR-007
,3.480495465,17877683,1.301E+13,17877683,141.9886797,141.9886797,POINT (-106.0588862119681 36.91904601034336),3,0,"no name match, water name and or gnis name not provided",FMD-TR-007
Red Rock River,3.790638324,4169216,1.002E+13,4169216,503.1931279,4.40955582,POINT (-112.0306757000317 44.63915009749414),1,1,exact name match,BLM13-1008
Red Rock River,9.865572405,4169170,1.002E+13,4169170,503.1931279,373.5148962,POINT (-112.0337462037441 44.6416619978218),2,1,exact name match,BLM13-1008
,1.814795837,4169150,1.002E+13,4169150,503.1931279,503.1931279,POINT (-112.0334556704017 44.64319373121993),3,0,"no name match, water name and or gnis name not provided",BLM13-1008
Red Rock River,1.493273791,4169232,1.002E+13,4169232,1057.557445,1057.557445,POINT (-112.0201176701711 44.63328193025306),4,1,exact name match,BLM13-1008
Bean Creek,1.099681828,4169276,1.002E+13,4169276,1057.557445,1057.557445,POINT (-112.0201176701711 44.63328193025306),5,0.25,nan,BLM13-1008
Reese River,2.037712295,946040205,1.60401E+13,946040205,1282.977579,5.218837099,POINT (-117.1702999867613 39.51375343170776),1,1,exact name match,BLM13-6125
,1.184178837,11176029,1.60401E+13,11176029,585.410158,585.410158,POINT (-117.1741874094304 39.50949270878784),2,0,"no name match, water name and or gnis name not provided",BLM13-6125
Reese River,1.959506126,946040204,1.60401E+13,946040204,nan,585.410158,POINT (-117.1741874094304 39.50949270878784),3,1,exact name match,BLM13-6125
Reese River,7.854085749,11175997,1.60401E+13,11175997,1282.977579,1282.977579,POINT (-117.1634267952035 39.52398640512673),4,1,exact name match,BLM13-6125
,2.128463293,11175999,1.60401E+13,11175999,1282.977579,1282.977579,POINT (-117.1634267952035 39.52398640512673),5,0,"no name match, water name and or gnis name not provided",BLM13-6125
Rio Chama,1.037932743,17845652,1.30201E+13,17845652,442.0474073,12.97732524,POINT (-106.7014380585022 36.45048088444407),1,1,exact name match,FMD-TR-1111
Rio Chama,0.550477843,17845626,1.30201E+13,17845626,442.0474073,442.0474073,POINT (-106.7026184123349 36.45442387690022),2,1,exact name match,FMD-TR-1111
,2.259429593,17845654,1.30201E+13,17845654,442.0474073,442.0474073,POINT (-106.7026184123349 36.45442387690022),3,0,"no name match, water name and or gnis name not provided",FMD-TR-1111
Rio Chama,0.259016116,17845670,1.30201E+13,17845670,498.451945,490.8310444,POINT (-106.7055292781394 36.44755387676145),4,1,exact name match,FMD-TR-1111
Rio de los Pinos,4.659234401,17877873,1.301E+13,17877873,1702.727197,14.29828219,POINT (-106.086495322852 36.97451127142553),1,1,exact name match,FMD-TR-011
,6.847522404,17877595,1.301E+13,17877595,3572.764516,1276.457845,POINT (-106.0899387684886 36.98570761949979),2,0,"no name match, water name and or gnis name not provided",FMD-TR-011
Rio Grande,0.693061029,17899337,1.301E+13,17899337,101.8593625,13.42321618,POINT (-105.730469878833 37.17731641466477),1,1,exact name match,FR-TR-1097
Culebra Creek,6.010778979,17899333,1.301E+13,17899333,101.8593625,101.8593625,POINT (-105.7301216128578 37.17817300912514),2,0.260869565,nan,FR-TR-1097
Rio Grande,8.519070978,17899331,1.301E+13,17899331,101.8593625,101.8593625,POINT (-105.7301216128578 37.17817300912514),3,1,exact name match,FR-TR-1097
,5.560192674,17900409,1.301E+13,17900409,569.1288738,526.6773862,POINT (-105.7349981197987 37.17414780602739),4,0,"no name match, water name and or gnis name not provided",FR-TR-1097
Rio Hondo,3.02443828,17863350,1.30201E+13,17863350,450.8965785,26.06798499,POINT (-105.704611879739 36.53331007597826),1,1,exact name match,BLMMaster-16034
,6.568916312,17862992,1.30201E+13,17862992,435.690768,191.0176037,POINT (-105.7038648886051 36.53465850379715),2,0,"no name match, water name and or gnis name not provided",BLMMaster-16034
Rio Grande,0.123443753,17862984,1.30201E+13,17862984,435.690768,410.0846058,POINT (-105.7085858799718 36.5351162771235),3,0.631578947,likely name match based on fuzzy match,BLMMaster-16034
Rio Grande,3.176634234,17862982,1.30201E+13,17862982,435.690768,440.3558701,POINT (-105.7084515494628 36.53569840951855),4,0.631578947,likely name match based on fuzzy match,BLMMaster-16034
Rio San Antonio,5.924299724,17877869,1.301E+13,17877869,1411.915024,22.2655769,POINT (-106.0426408911496 36.9865993063586),1,1,exact name match,FMD-TR-1153
Rio de los Pinos,4.256735776,17877585,1.301E+13,17877585,1411.915024,1012.386833,POINT (-106.0429562790868 36.99566540911636),2,0.451612903,nan,FMD-TR-1153
,8.617904654,17877645,1.301E+13,17877645,5956.703232,1392.713171,POINT (-106.0282454115849 36.98111701025139),3,0,"no name match, water name and or gnis name not provided",FMD-TR-1153
Rio San Antonio,0.314160432,17877563,1.301E+13,17877563,1411.915024,1411.915024,POINT (-106.0353898796148 36.99797267577062),4,1,exact name match,FMD-TR-1153
Canjilon Creek,2.114318338,17845936,1.30201E+13,17845936,807.5329595,18.01628279,POINT (-106.4880715834021 36.40688688059264),1,0.275862069,nan,FMD-TR-006
,1.150754875,17845848,1.30201E+13,17845848,807.5329595,807.5329595,POINT (-106.4822588123675 36.41253347722564),2,0,"no name match, water name and or gnis name not provided",FMD-TR-006
Canjilon Creek,1.797057178,17845860,1.30201E+13,17845860,807.5329595,807.5329595,POINT (-106.4822588123675 36.41253347722564),3,0.275862069,nan,FMD-TR-006
,0.977218844,17848602,1.30201E+13,17848602,1104.552743,1104.552743,POINT (-106.4948980790354 36.39876147723898),4,0,"no name match, water name and or gnis name not provided",FMD-TR-006
Roberts Creek,2.403062224,11120211,1.606E+13,11120211,580.8551532,14.75665883,POINT (-116.321877730444 39.82549903577074),1,1,exact name match,BLM14-9108
,4.439233376,11120233,1.606E+13,11120233,580.8551532,338.1878538,POINT (-116.3237941071584 39.82284291313698),2,0,"no name match, water name and or gnis name not provided",BLM14-9108
,1.427407245,11120209,1.606E+13,11120209,580.8551532,405.2151577,POINT (-116.3182323892097 39.82336538499771),3,0,"no name match, water name and or gnis name not provided",BLM14-9108
Roberts Creek,1.917262012,11120237,1.606E+13,11120237,580.8551532,580.8551532,POINT (-116.3204391966627 39.82051147195081),4,1,exact name match,BLM14-9108
Roc Creek,4.517368035,18371448,1.403E+13,18371448,1355.621794,21.99731657,POINT (-108.8864842123774 38.43348280121797),1,1,exact name match,BLMMaster-10253
,6.140512674,18371444,1.403E+13,18371444,1355.621794,1297.472244,POINT (-108.9011384088503 38.43509780711472),2,0,"no name match, water name and or gnis name not provided",BLMMaster-10253
Roc Creek,0.67387548,18371446,1.403E+13,18371446,1355.621794,1355.621794,POINT (-108.901806807775 38.43152807325832),3,1,exact name match,BLMMaster-10253
,3.953041569,18371466,1.403E+13,18371466,1958.784549,1406.484309,POINT (-108.8702734740957 38.43123120697682),4,0,"no name match, water name and or gnis name not provided",BLMMaster-10253
Rock Cabin Creek,3.761737091,18303516,1.40401E+13,18303516,2759.888166,20.15169658,POINT (-108.9218541241593 42.17708806778827),1,1,exact name match,BLMMaster-10169
Rock Cabin Creek,2.377820963,18303514,1.40401E+13,18303514,2958.325852,878.3180707,POINT (-108.9114546081461 42.17874020214238),2,1,exact name match,BLMMaster-10169
Rock Canyon Creek,1.730351168,4877925,1.406E+13,4877925,494.3935088,15.02200813,POINT (-110.9402608294114 39.16552320540216),1,1,exact name match,UNEQUAL-087
